id,date,user,pc,activity
{B1V0-E6GS00NJ-0954ERZI},1/4/2010 11:52,MDM0319,PC-2198,Remove
{A1M0-N3ZL81EZ-5789YGVJ},1/4/2010 12:01,MDM0319,PC-2198,Insert
{W5B7-C0PR40BQ-5169ZZFA},1/4/2010 12:01,MDM0319,PC-2198,Remove
{T4I9-T5PU55YZ-5836ROXT},1/4/2010 12:03,MDM0319,PC-2198,Insert
{Z8A0-X5DU45VE-9307IWXF},1/4/2010 12:49,MDM0319,PC-2198,Remove
{T4X1-O3YL22DF-1657VRND},1/4/2010 13:19,MDM0319,PC-2198,Insert
{M7L9-W0RG02GX-0325SOZU},1/4/2010 14:03,MDM0319,PC-2198,Remove
{V3F0-Z9NQ64BV-6527OIOG},1/4/2010 14:15,MDM0319,PC-2198,Insert
{U6K6-H6WU87HS-0856HZKL},1/4/2010 15:09,MDM0319,PC-2198,Remove
{K6L6-F1TP76HX-1747LYBY},1/4/2010 15:30,MDM0319,PC-2198,Insert
{N7A7-H5CX70MX-1483TUGJ},1/4/2010 17:15,MDM0319,PC-2198,Remove
{P9E3-V0MC02TU-6119OTQY},1/4/2010 17:27,MDM0319,PC-2198,Insert
{W9R7-K7QE90JA-6968JBBI},1/4/2010 17:36,MDM0319,PC-2198,Remove
{F0H7-C7US55ST-6357LJJR},1/4/2010 8:18,LEB0339,PC-1432,Insert
{Y3U3-E2LB30EI-7496YFRZ},1/4/2010 8:36,LEB0339,PC-1432,Remove
{T8I6-W9SW36VE-3630ZICF},1/4/2010 8:45,LEB0339,PC-1432,Insert
{L8V6-N0VU57NE-3412IZDV},1/4/2010 9:56,LEB0339,PC-1432,Remove
{W0T3-I7RD56MB-1330LATV},1/4/2010 13:39,LEB0339,PC-1432,Insert
{I3T2-K9FC61HW-8484KGBZ},1/4/2010 13:48,LEB0339,PC-1432,Remove
{V5F1-J0GP30PK-6405DRIR},1/4/2010 13:59,LEB0339,PC-1432,Insert
{M6J8-O4OU76IR-1979XJER},1/4/2010 14:21,LEB0339,PC-1432,Remove
{S4P8-B2PI04AX-0418WZOI},1/4/2010 16:22,LEB0339,PC-1432,Insert
{E2F4-E5SV41EJ-7421VXIO},1/4/2010 16:28,LEB0339,PC-1432,Remove
{S2U7-I1NC17YW-4952UMQV},1/4/2010 7:16,KBS0345,PC-7423,Insert
{S0K5-U1SG29NR-4214WZYY},1/4/2010 9:44,KBS0345,PC-7423,Remove
{E9X9-A8YB10XM-8470UCCR},1/4/2010 10:01,KBS0345,PC-7423,Insert
{A6O5-K3SM54ME-9209AQIH},1/4/2010 11:35,KBS0345,PC-7423,Remove
{B4S8-D5ZZ97YJ-0197KSNA},1/4/2010 13:25,KBS0345,PC-7423,Insert
{A4U0-R6GR22CF-4417USAZ},1/4/2010 13:26,KBS0345,PC-7423,Remove
{K6Q3-W8JE94UA-0907HVPX},1/4/2010 14:02,KBS0345,PC-7423,Insert
{L3S3-I9QQ89MI-8524VIMB},1/4/2010 14:09,KBS0345,PC-7423,Remove
{N2B9-G8FQ89WL-5322YJGG},1/4/2010 14:24,KBS0345,PC-7423,Insert
{Z8P6-U6UU81DX-9873HCRO},1/4/2010 16:41,KBS0345,PC-7423,Remove
{C4C9-S3EN05MK-0399HAOP},1/4/2010 17:04,KBS0345,PC-7423,Insert
{H1O1-F9AX44GB-6993UADJ},1/4/2010 17:07,KBS0345,PC-7423,Remove
{D7Q1-T3VO09GM-6695ZBFH},1/4/2010 17:25,KBS0345,PC-7423,Insert
{U2N4-D4TS84SY-1517LSIF},1/4/2010 18:55,KBS0345,PC-7423,Remove
{V1H5-K9TM74HI-8075SISV},1/4/2010 7:19,DKO0348,PC-7331,Insert
{Y5A0-V0GU62IS-2277NJKJ},1/4/2010 7:23,DKO0348,PC-7331,Remove
{N1T4-U7GZ48OR-1477MJIO},1/4/2010 8:07,DKO0348,PC-7331,Insert
{C0G3-O6PF88NG-7859NRJX},1/4/2010 8:07,DKO0348,PC-7331,Remove
{F2V2-U6TV55KU-4667GPGT},1/4/2010 8:55,DKO0348,PC-7331,Insert
{E2V4-Q1JW41ZP-0144EDZM},1/4/2010 8:56,DKO0348,PC-7331,Remove
{J7F2-B5QQ20QX-0226QUXJ},1/4/2010 9:09,DKO0348,PC-7331,Insert
{Z2X9-P2QF00UC-0442XSVK},1/4/2010 9:53,DKO0348,PC-7331,Remove
{M6H8-Z1AV84NC-6853EAXD},1/4/2010 10:48,DKO0348,PC-7331,Insert
{Y8G1-R6VC34MV-1652ZZVH},1/4/2010 12:13,DKO0348,PC-7331,Remove
{F8A0-L3DM28FS-8407JOMC},1/4/2010 13:27,DKO0348,PC-7331,Insert
{U0Z4-O8FN03NC-7876DDVS},1/4/2010 13:38,DKO0348,PC-7331,Remove
{U7X5-P1UZ81WD-4066IJQS},1/4/2010 7:45,JRB0349,PC-5877,Insert
{V1A5-V1ON22UB-8538PRCR},1/4/2010 8:29,JRB0349,PC-5877,Remove
{W5B4-M0HR36JT-7948LKTA},1/4/2010 8:43,JRB0349,PC-5877,Insert
{H7Z0-U7YK05VG-3006FUNR},1/4/2010 9:14,JRB0349,PC-5877,Remove
{S7A9-Q1CG17VA-5308YVPT},1/4/2010 9:30,JRB0349,PC-5877,Insert
{T9E8-Y2KN48DE-6937ESKJ},1/4/2010 10:50,JRB0349,PC-5877,Remove
{K8C9-Y6AY59TX-6637DUVV},1/4/2010 11:04,JRB0349,PC-5877,Insert
{T5I1-I9YJ51TK-1529XDES},1/4/2010 12:04,JRB0349,PC-5877,Remove
{P9M1-L6PS03LP-8111ALNN},1/4/2010 13:18,JRB0349,PC-5877,Insert
{S9H5-Y5SW12NA-9758AHUP},1/4/2010 15:21,JRB0349,PC-5877,Remove
{J6G7-V5XJ89JV-3786ZAHS},1/4/2010 9:08,TWL0351,PC-0609,Insert
{A2L7-S1DZ12JK-7896WBIH},1/4/2010 9:28,TWL0351,PC-0609,Remove
{M5U7-I6DX76AP-7461XPIS},1/4/2010 9:39,TWL0351,PC-0609,Insert
{C9S0-C1PW46AM-4492DUZU},1/4/2010 10:59,TWL0351,PC-0609,Remove
{Y9M4-R0HB22BB-9081NROG},1/4/2010 11:05,TWL0351,PC-0609,Insert
{Y8R1-V7XH30IO-7224NCDE},1/4/2010 12:04,TWL0351,PC-0609,Remove
{F9E3-M0JO87KT-5976NXXE},1/4/2010 12:45,TWL0351,PC-0609,Insert
{C2W5-S3UK66WQ-2835WGKX},1/4/2010 13:49,TWL0351,PC-0609,Remove
{J4P1-K1PW88QN-9488WDNE},1/4/2010 14:16,TWL0351,PC-0609,Insert
{R5L2-U1HY54KV-5787DMQN},1/4/2010 15:07,TWL0351,PC-0609,Remove
{V0M7-E8CV52BD-1484ELVW},1/4/2010 16:21,TWL0351,PC-0609,Insert
{H7C9-M0HX32LU-6067BRMS},1/4/2010 17:14,TWL0351,PC-0609,Remove
{Q5H0-O0BD76MP-7488SBLS},1/4/2010 11:23,GCJ0352,PC-4607,Insert
{I3I9-R5GH61QV-6048NTES},1/4/2010 12:17,GCJ0352,PC-4607,Remove
{E5J3-G0VU96OG-4522VRJX},1/4/2010 15:07,GCJ0352,PC-4607,Insert
{G6E5-E4OE55SC-2286FHCA},1/4/2010 17:08,GCJ0352,PC-4607,Remove
{X9C8-Z7TS15FH-4177AIZO},1/5/2010 3:38,GCJ0352,PC-4607,Insert
{R5M3-G4ID57MU-3967NJYU},1/5/2010 3:41,GCJ0352,PC-4607,Remove
{I4W0-F4BL67FF-7777TOKU},1/4/2010 8:01,HWB0364,PC-6596,Insert
{V3Z9-N7WJ94FN-4457FOCP},1/4/2010 10:29,HWB0364,PC-6596,Remove
{N5R5-I4PU42ZX-5714RMMF},1/4/2010 12:12,HWB0364,PC-6596,Insert
{P8W4-J4CQ22CV-8891SZEM},1/4/2010 12:41,HWB0364,PC-6596,Remove
{U2X9-H7EB13LI-2960LQVN},1/4/2010 7:28,KRH0377,PC-6923,Insert
{Y6F6-U1KX71IV-5660NNMG},1/4/2010 10:07,KRH0377,PC-6923,Remove
{D8G8-U4DU46CU-9333HKET},1/4/2010 12:24,KRH0377,PC-6923,Insert
{G3V4-O6QN02RD-1931EWUZ},1/4/2010 12:49,KRH0377,PC-6923,Remove
{N6O1-E4ZU25FR-4793BYBU},1/4/2010 13:33,KRH0377,PC-6923,Insert
{D3K5-G3KB07WC-5626SIYD},1/4/2010 16:00,KRH0377,PC-6923,Remove
{H8T1-A9LV47PJ-4601DUBI},1/4/2010 9:28,PDM0384,PC-3906,Insert
{H9L1-K1EX54TO-0243QWEK},1/4/2010 10:34,PDM0384,PC-3906,Remove
{G3Z5-J9BN57IO-5961MVXL},1/4/2010 10:44,PDM0384,PC-3906,Insert
{K3O1-N0ND32UT-9986WTET},1/4/2010 11:43,PDM0384,PC-3906,Remove
{L4C1-P4SM22LF-9847DLHR},1/4/2010 12:16,PDM0384,PC-3906,Insert
{X4C1-E6AB44TH-5080CCMO},1/4/2010 12:42,PDM0384,PC-3906,Remove
{H0R1-Z1WT19UI-2750PQAQ},1/4/2010 14:40,PDM0384,PC-3906,Insert
{R1L1-U3SZ47XU-5581NMXG},1/4/2010 15:48,PDM0384,PC-3906,Remove
{O0F8-D7KO83BG-9201ISYV},1/4/2010 15:49,PDM0384,PC-3906,Insert
{B0I9-E8JV96DC-8096XBGW},1/4/2010 16:59,PDM0384,PC-3906,Remove
{G6V4-N3KJ75AR-3687WGKX},1/4/2010 17:10,PDM0384,PC-3906,Insert
{C3U8-C3DZ65DE-7786TLRC},1/4/2010 18:05,PDM0384,PC-3906,Remove
{Z9U4-R8UY92XG-7659NDGU},1/4/2010 11:11,FLL0385,PC-1062,Insert
{R5M5-A2RG82JL-3228ITMD},1/4/2010 12:56,FLL0385,PC-1062,Remove
{F6W0-O1YC52VS-2695VWND},1/4/2010 13:13,FLL0385,PC-1062,Insert
{E8C3-P5LE52EG-0342TSQT},1/4/2010 13:16,FLL0385,PC-1062,Remove
{T0S9-Y3EO11JH-3811BBQP},1/4/2010 13:19,FLL0385,PC-1062,Insert
{I3L0-R5XS05XJ-0612KXLC},1/4/2010 14:07,FLL0385,PC-1062,Remove
{E5I2-C7KH98VR-6533CTPV},1/4/2010 8:42,DJC0387,PC-2268,Insert
{I5O4-W8JD23HJ-4666XHKF},1/4/2010 9:43,DJC0387,PC-2268,Remove
{N3Q1-G7AQ26DS-1793SSST},1/4/2010 10:37,DJC0387,PC-2268,Insert
{L9X9-V0KU67VE-4611QVBR},1/4/2010 11:48,DJC0387,PC-2268,Remove
{I2O4-C8OX68KT-9588KAVH},1/4/2010 13:21,DJC0387,PC-2268,Insert
{G9N2-T7KC74HI-4216QRFK},1/4/2010 13:30,DJC0387,PC-2268,Remove
{P8W6-P2AS78PZ-4031TURN},1/4/2010 13:34,DJC0387,PC-2268,Insert
{R9I8-E9EB42PG-7784DEOW},1/4/2010 14:08,DJC0387,PC-2268,Remove
{K0O1-M5GY36XP-4627PACH},1/4/2010 14:22,DJC0387,PC-2268,Insert
{U3G5-Y0IO34ED-3146KGJX},1/4/2010 16:22,DJC0387,PC-2268,Remove
{T5T6-K5TO09IB-3827QCHM},1/4/2010 16:39,DJC0387,PC-2268,Insert
{Z7X5-R2ZI79ZP-1757VADR},1/4/2010 16:49,DJC0387,PC-2268,Remove
{T9I3-H3LN62CO-4229MWTV},1/4/2010 9:10,KJD0401,PC-8603,Insert
{L3I1-G7PY53ZC-8456HBCV},1/4/2010 9:46,KJD0401,PC-8603,Remove
{K3Q3-Q4BC13RH-5942LSRO},1/4/2010 10:35,KJD0401,PC-8603,Insert
{B0M4-N0CH20RV-7459CLUE},1/4/2010 12:41,KJD0401,PC-8603,Remove
{Q5O1-N0HY94OV-6495KDLP},1/4/2010 13:51,KJD0401,PC-8603,Insert
{G4B8-I8VI09SY-6161AYXS},1/4/2010 14:15,KJD0401,PC-8603,Remove
{A3I0-I9OO81GP-1010BLQG},1/4/2010 16:45,KJD0401,PC-8603,Insert
{Z1K8-A0US27XO-6270WSNZ},1/4/2010 17:39,KJD0401,PC-8603,Remove
{R2N4-R3LA49RA-9953EHPH},1/4/2010 8:53,MVK0402,PC-5070,Insert
{X5X7-C4MZ38TD-3831ZRAL},1/4/2010 12:58,MVK0402,PC-5070,Remove
{H0F1-L5BQ84OH-2549NHTB},1/4/2010 10:55,FKB0421,PC-9242,Insert
{E8U8-J6KY82SA-4579IMQB},1/4/2010 11:31,FKB0421,PC-9242,Remove
{T8Z5-X7YD00KX-2366EVWP},1/4/2010 12:07,FKB0421,PC-9242,Insert
{J0V4-B4OB87SI-6443KSGT},1/4/2010 12:45,FKB0421,PC-9242,Remove
{L6B7-Z1GP56TV-6644AMPI},1/4/2010 13:16,FKB0421,PC-9242,Insert
{S0F4-N6AF51OP-6056AERI},1/4/2010 13:44,FKB0421,PC-9242,Remove
{Z1V7-Z0VA28UH-0273CPNM},1/4/2010 15:30,FKB0421,PC-9242,Insert
{T9I8-M6UM11LN-8035VSTP},1/4/2010 16:21,FKB0421,PC-9242,Remove
{J3J5-M6QK65CU-1320EPXK},1/4/2010 9:26,PRC0430,PC-8337,Insert
{R4T2-T6JI50SW-4727PVED},1/4/2010 9:33,PRC0430,PC-8337,Remove
{J1P0-D2GQ21DW-8548YTCQ},1/4/2010 10:00,PRC0430,PC-8337,Insert
{X3G3-D1BL85JM-0061EHXC},1/4/2010 10:48,PRC0430,PC-8337,Remove
{I4A3-O7CA59AB-2677JSOW},1/4/2010 10:57,PRC0430,PC-8337,Insert
{T7T3-Y5RO62UW-2331YKTX},1/4/2010 12:32,PRC0430,PC-8337,Remove
{N3G7-T8QS66NL-2516EUHN},1/4/2010 13:12,PRC0430,PC-8337,Insert
{M6B3-K6LI61ED-7696NRDF},1/4/2010 13:55,PRC0430,PC-8337,Remove
{E1S1-N2SZ03DD-6935DFBI},1/4/2010 8:07,CCB0435,PC-4105,Insert
{N7Q3-Y3BT21YZ-0887GKZP},1/4/2010 8:25,CCB0435,PC-4105,Remove
{F8S5-C4CL60LO-2020KLAB},1/4/2010 8:39,CCB0435,PC-4105,Insert
{L0O8-M6AQ17AM-1142VDNT},1/4/2010 9:01,CCB0435,PC-4105,Remove
{K0R8-M8IC04AY-9637AQXY},1/4/2010 10:02,CCB0435,PC-4105,Insert
{K4Z0-G3WB99YL-9900KMXF},1/4/2010 10:13,CCB0435,PC-4105,Remove
{E1K3-H3SJ81PG-0902WXSP},1/4/2010 10:59,CCB0435,PC-4105,Insert
{H0U8-M1EF86QI-2586KVQB},1/4/2010 12:10,CCB0435,PC-4105,Remove
{C1F2-R5GZ28MR-6969GMWA},1/4/2010 13:12,CCB0435,PC-4105,Insert
{B3D5-K1ZU17LC-6000ZJSZ},1/4/2010 13:51,CCB0435,PC-4105,Remove
{B8A0-T9SB89UD-6306OSII},1/4/2010 14:32,CCB0435,PC-4105,Insert
{Z8I5-D8LU79FI-7968SQSN},1/4/2010 14:46,CCB0435,PC-4105,Remove
{X2G1-M1DY67AH-5106HRPW},1/4/2010 20:36,CCB0435,PC-4105,Insert
{U5H1-Q1PX10PO-1807HALE},1/4/2010 20:45,CCB0435,PC-4105,Remove
{W7F6-G8HG17FG-3243LPKO},1/4/2010 21:24,CCB0435,PC-4105,Insert
{B1J1-V2SZ59BE-2352SSLV},1/4/2010 21:56,CCB0435,PC-4105,Remove
{S9W3-K9AR75RK-5000ALBC},1/4/2010 22:33,CCB0435,PC-4105,Insert
{Y9Y8-X6ET16BA-4867WLUY},1/4/2010 23:33,CCB0435,PC-4105,Remove
{F6J3-Q6LS06RK-9367JSZB},1/5/2010 0:41,CCB0435,PC-4105,Insert
{O6E1-F8VR64XR-4690ITVS},1/5/2010 0:58,CCB0435,PC-4105,Remove
{B6B8-G5WK39KP-1582TMRY},1/4/2010 8:52,TQO0438,PC-1834,Insert
{G6Z3-D4UO80SK-1847RROK},1/4/2010 9:54,TQO0438,PC-1834,Remove
{X5D4-M5CV55KQ-9140SATN},1/4/2010 10:19,TQO0438,PC-1834,Insert
{Q3R3-X3XH34PI-9888DNHB},1/4/2010 10:28,TQO0438,PC-1834,Remove
{Y1M3-T9KA10DA-7451EEUJ},1/4/2010 10:33,TQO0438,PC-1834,Insert
{Y3O9-X5QS93IC-7823CUFE},1/4/2010 11:00,TQO0438,PC-1834,Remove
{C6C1-G4AN92ZF-0420FOSP},1/4/2010 11:50,TQO0438,PC-1834,Insert
{E9W2-K9TY96KO-8168FTEH},1/4/2010 12:39,TQO0438,PC-1834,Remove
{P4Q5-Z6XB43PQ-1290COFX},1/4/2010 13:02,TQO0438,PC-1834,Insert
{S4Z8-G5ED57US-4559RJJK},1/4/2010 14:03,TQO0438,PC-1834,Remove
{O6E2-D8PO21UG-9224AEYZ},1/4/2010 14:08,TQO0438,PC-1834,Insert
{L7Y1-E0SS80TN-5855SMNQ},1/4/2010 14:23,TQO0438,PC-1834,Remove
{L3W9-T0DT40GO-4347SICW},1/4/2010 15:11,TQO0438,PC-1834,Insert
{W2P9-I4WH85NE-0759DYHE},1/4/2010 15:55,TQO0438,PC-1834,Remove
{W3F8-Y9BR51IG-4843CJHW},1/4/2010 17:21,TQO0438,PC-1834,Insert
{N2E2-K8LN13WK-3988WCLW},1/4/2010 18:10,TQO0438,PC-1834,Remove
{J8D8-X0SB14FY-4908HJOX},1/4/2010 18:13,TQO0438,PC-1834,Insert
{M5F1-Q1FJ85QU-2993KZXK},1/4/2010 18:21,TQO0438,PC-1834,Remove
{L0V7-Q3WQ97JB-9927PLTG},1/4/2010 8:45,OKM0440,PC-9693,Insert
{A9T7-J1AE97JI-3573HFBG},1/4/2010 9:20,OKM0440,PC-9693,Remove
{M6H0-B9MI20DU-5321DKON},1/4/2010 13:37,OKM0440,PC-9693,Insert
{D6W8-U9VX66EO-3325CUBH},1/4/2010 14:35,OKM0440,PC-9693,Remove
{L5D8-M3MY98OJ-0581PRAD},1/4/2010 15:04,BWF0442,PC-0001,Insert
{X8U1-Y1EC90GA-4110LLTD},1/4/2010 16:39,BWF0442,PC-0001,Remove
{Z3Y0-Z0HM03KZ-3284SHOG},1/4/2010 17:15,BWF0442,PC-0001,Insert
{E5Q7-S2YQ30JZ-1871GIBI},1/4/2010 18:29,BWF0442,PC-0001,Remove
{R1F6-Z1RC55EG-4474GMJW},1/4/2010 8:24,SDS0446,PC-9569,Insert
{P1C8-U7SD82YA-4416TIUL},1/4/2010 8:27,SDS0446,PC-9569,Remove
{P9E3-W9SD51DH-7546SQER},1/4/2010 8:35,SDS0446,PC-9569,Insert
{G2P5-W0YG96XB-6686CWPP},1/4/2010 9:03,SDS0446,PC-9569,Remove
{X9Y2-W9QS46SS-1928CWQR},1/4/2010 9:16,SDS0446,PC-9569,Insert
{Z7M1-C6XQ02KT-1929ELYE},1/4/2010 10:26,SDS0446,PC-9569,Remove
{Q3R8-V0HY75RE-8952KVRT},1/4/2010 10:28,SDS0446,PC-9569,Insert
{W2Y2-N2PK15XI-4023FLYT},1/4/2010 11:32,SDS0446,PC-9569,Remove
{W2F0-D8HS14QU-6127PJRJ},1/4/2010 11:52,SDS0446,PC-9569,Insert
{V8K3-I5IB51RC-6082UQCM},1/4/2010 12:13,SDS0446,PC-9569,Remove
{Z5A1-Y8PP49BK-7135PMQJ},1/4/2010 12:58,SDS0446,PC-9569,Insert
{B9S7-P2EZ79ZW-9721XKZW},1/4/2010 13:49,SDS0446,PC-9569,Remove
{C2H6-A2HJ78VL-5478BECL},1/4/2010 14:11,SDS0446,PC-9569,Insert
{K4I0-I6OT84MC-5770QVCM},1/4/2010 14:26,SDS0446,PC-9569,Remove
{Y6J2-N2JW07PK-2389IKVW},1/4/2010 14:29,SDS0446,PC-9569,Insert
{K5K8-J6DY39ER-7701DVTO},1/4/2010 15:16,SDS0446,PC-9569,Remove
{L4A3-D6FM78UF-1183DWME},1/4/2010 15:26,SDS0446,PC-9569,Insert
{X0C3-R7JI13OI-1136NNNC},1/4/2010 15:29,SDS0446,PC-9569,Remove
{U6W1-E0EM35FJ-1339QJFF},1/4/2010 16:35,SDS0446,PC-9569,Insert
{H2H2-Z6HH80DX-4423ZXDR},1/4/2010 17:34,SDS0446,PC-9569,Remove
{T4X5-C8TK54NH-5040IDBD},1/4/2010 7:00,PPM0454,PC-5994,Insert
{Z7K8-W4KL46DZ-3515LZNA},1/4/2010 10:05,PPM0454,PC-5994,Remove
{S0F5-C3RZ61MJ-2272KAJU},1/4/2010 12:46,PPM0454,PC-5994,Insert
{A1E3-U4DR35ML-0137IXJW},1/4/2010 18:13,PPM0454,PC-5994,Remove
{O5H7-M6IG94IB-9215UQXO},1/4/2010 7:47,MZP0459,PC-5145,Insert
{I7Y9-W5HK44RT-9100WNSU},1/4/2010 8:03,MZP0459,PC-5145,Remove
{K3S8-O9XU60VC-8429GHCV},1/4/2010 8:40,MZP0459,PC-5145,Insert
{Y2D2-H4OX69OJ-1945ZAEW},1/4/2010 9:19,MZP0459,PC-5145,Remove
{J2H6-E9UU62YR-2531DAFD},1/4/2010 9:36,MZP0459,PC-5145,Insert
{E4S5-W6MA48UL-9403LNJZ},1/4/2010 10:42,MZP0459,PC-5145,Remove
{U0J9-N1EW16DN-9231HQUZ},1/4/2010 10:54,MZP0459,PC-5145,Insert
{C3E7-W2PR26TS-0163ARFN},1/4/2010 11:04,MZP0459,PC-5145,Remove
{P2M8-Q9DF07SV-7272HNKZ},1/4/2010 12:45,MZP0459,PC-5145,Insert
{C3G2-J4PS56AH-9812OSCB},1/4/2010 13:39,MZP0459,PC-5145,Remove
{H6L7-O1FD28SH-6897WQJA},1/4/2010 13:42,MZP0459,PC-5145,Insert
{L1V1-W7OU00VN-4908GSEN},1/4/2010 14:24,MZP0459,PC-5145,Remove
{M8G7-V7DJ91WE-1505BEGK},1/4/2010 14:41,MZP0459,PC-5145,Insert
{O9K3-K5OA61VQ-5919VSGU},1/4/2010 15:17,MZP0459,PC-5145,Remove
{S0X7-E2MY09WX-6496XIZU},1/4/2010 9:09,JAN0474,PC-7269,Insert
{U8K1-J2GZ66DA-6898MZAG},1/4/2010 9:40,JAN0474,PC-7269,Remove
{S3O0-S6PT56KK-3972ORSU},1/4/2010 10:40,JAN0474,PC-7269,Insert
{P4X6-L9PY62WU-3100LICT},1/4/2010 10:46,JAN0474,PC-7269,Remove
{R5J5-F4MS40DD-2748BSZM},1/4/2010 11:07,JAN0474,PC-7269,Insert
{H9J4-R8SO49SX-4972MNVT},1/4/2010 11:14,JAN0474,PC-7269,Remove
{B9A2-K0CG95KR-8503STYJ},1/4/2010 12:03,JAN0474,PC-7269,Insert
{L0K6-K6NE25BS-4288KLNR},1/4/2010 12:04,JAN0474,PC-7269,Remove
{X8Y0-J6IE62DA-7230VTLC},1/4/2010 12:05,JAN0474,PC-7269,Insert
{J9W4-Q5WY49TY-5337UCIT},1/4/2010 12:22,JAN0474,PC-7269,Remove
{I6W1-J5JF64ZW-2685ZJPU},1/4/2010 12:36,JAN0474,PC-7269,Insert
{H9V8-Q4JY29RC-3826SFSB},1/4/2010 13:15,JAN0474,PC-7269,Remove
{C7N8-Z9BE32IL-9001DJPN},1/4/2010 13:20,JAN0474,PC-7269,Insert
{E4A3-L5AD69XB-2673GXCK},1/4/2010 13:51,JAN0474,PC-7269,Remove
{J7Q2-U5TD41KB-8974USPC},1/4/2010 14:25,JAN0474,PC-7269,Insert
{B0R1-P4JC69KP-6022POYR},1/4/2010 14:44,JAN0474,PC-7269,Remove
{X9P6-B6DR53WL-5427OHYQ},1/4/2010 14:47,JAN0474,PC-7269,Insert
{B5J2-Q2CC03HO-8441POTD},1/4/2010 15:01,JAN0474,PC-7269,Remove
{J4J7-S9UD13TE-8079UTZM},1/4/2010 15:05,JAN0474,PC-7269,Insert
{O0D5-Q1DB63MN-5290GTQV},1/4/2010 15:42,JAN0474,PC-7269,Remove
{P7G5-O9DU20TI-0586JTMG},1/4/2010 10:30,MBF0477,PC-6795,Insert
{N7H9-H9UA55LP-4335QOQQ},1/4/2010 13:24,MBF0477,PC-6795,Remove
{L6G7-I1ED39MQ-9155JVMS},1/4/2010 9:43,HSC0480,PC-6716,Insert
{P0B9-T7JM36BV-4984ASXL},1/4/2010 10:14,HSC0480,PC-6716,Remove
{N7C6-J5UB78OV-1652FLPT},1/4/2010 10:30,HSC0480,PC-6716,Insert
{N3F4-Z9OM12YU-4999JDRR},1/4/2010 11:16,HSC0480,PC-6716,Remove
{Z3C0-K1NI48WB-4668RUTL},1/4/2010 13:03,HSC0480,PC-6716,Insert
{R2L8-H4TH74WM-6967XVUZ},1/4/2010 13:13,HSC0480,PC-6716,Remove
{C3A7-P4XV53TC-6788ZGUV},1/4/2010 13:26,HSC0480,PC-6716,Insert
{A5G6-G7XY98WE-1084AUQV},1/4/2010 13:42,HSC0480,PC-6716,Remove
{P8L9-K4RN68GQ-1118LOGK},1/4/2010 14:04,HSC0480,PC-6716,Insert
{I0J3-Z5AY96NT-1699CSFF},1/4/2010 14:10,HSC0480,PC-6716,Remove
{D4V3-G4GD21AA-9034WGFH},1/4/2010 14:14,HSC0480,PC-6716,Insert
{L8L0-Q1KM12NP-0672VEEO},1/4/2010 14:26,HSC0480,PC-6716,Remove
{K7Z9-O2WS15GF-3056XZHI},1/4/2010 15:38,HSC0480,PC-6716,Insert
{Y1O4-Y7GV66GM-6455HTEM},1/4/2010 15:57,HSC0480,PC-6716,Remove
{Y5W0-F0ZC73WZ-5291LAQI},1/4/2010 16:44,HSC0480,PC-6716,Insert
{R7Z2-F6YU16RK-4010WYRA},1/4/2010 16:54,HSC0480,PC-6716,Remove
{G7I1-U2ZL66IT-2541CUXD},1/4/2010 8:07,AKR0484,PC-8581,Insert
{K0L8-F4MU99MU-4160WUPR},1/4/2010 9:04,AKR0484,PC-8581,Remove
{G7N2-M7UY23QM-5990MYWH},1/4/2010 9:13,AKR0484,PC-8581,Insert
{T0H6-I5QQ24UL-2152IXVH},1/4/2010 10:53,AKR0484,PC-8581,Remove
{A4Q1-X5CA44UH-4086BUFB},1/4/2010 10:56,AKR0484,PC-8581,Insert
{Z8X1-O1TR55AO-0783YTQN},1/4/2010 11:05,AKR0484,PC-8581,Remove
{F2Z2-J8HO50RL-6231FTTN},1/4/2010 11:32,AKR0484,PC-8581,Insert
{N2I3-P8CE64QF-1999EEWR},1/4/2010 11:52,AKR0484,PC-8581,Remove
{J8A2-R7RE50XO-9017ANJM},1/4/2010 12:00,AKR0484,PC-8581,Insert
{V4H9-G4MK43JT-3477BVTM},1/4/2010 13:00,AKR0484,PC-8581,Remove
{V2L9-L5LW73EY-0157ZYYA},1/4/2010 13:38,AKR0484,PC-8581,Insert
{U1J9-M1AZ08AM-9469TARG},1/4/2010 15:17,AKR0484,PC-8581,Remove
{H2T5-C6CI47RL-1238FUBT},1/4/2010 15:48,AKR0484,PC-8581,Insert
{F6U5-M6RU21PM-5100NXLI},1/4/2010 16:56,AKR0484,PC-8581,Remove
{X2T9-W3KS01TQ-5847GMNK},1/4/2010 9:42,ESH0490,PC-5647,Insert
{Y5G9-E6DA40SS-5405YUKR},1/4/2010 10:19,ESH0490,PC-5647,Remove
{R3I5-K3HP11LW-9727CPDF},1/4/2010 10:28,ESH0490,PC-5647,Insert
{L0R8-M4HL25EJ-8603CETB},1/4/2010 12:01,ESH0490,PC-5647,Remove
{M8P9-A1ZZ64BR-5890ZNXN},1/4/2010 14:57,ESH0490,PC-5647,Insert
{N5W7-M5OS38QK-0541PBHL},1/4/2010 15:41,ESH0490,PC-5647,Remove
{D2X1-N3VO47OR-6319MRIS},1/4/2010 16:22,ESH0490,PC-5647,Insert
{G1X3-B8OX21TI-0008TCXA},1/4/2010 17:33,ESH0490,PC-5647,Remove
